sensor_name,device_id,longName,description,serialNumber,manufacturer,model,citation,companyName,name
buoy,5992,Thermistor buoy SIMBA V7 2019T65,"Thermistor string buoys (also referred to as ice mass balance buoys, IMBs) measure temperature and thermal conductivity through air, snow, sea ice and seawater. They are also often called SAMS IMBs, referring to the developer (Scottish Association for Marine Science). The customizable thermistor string features embedded thermistors at a customizable spacing. The temperature measurements and the response to cyclic heating of resistors enable the determination of snow depth and sea-ice thickness. The data are transmitted via Iridium at varying intervals.",300234068705730,SIMBA5m V7,Thermistor buoy,https://hdl.handle.net/10013/sensor.2795c29b-0e1f-4cb1-a3f7-0e4df69e33c2,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,5964,Thermistor buoy SIMBA V7 2019T69,"Thermistor string buoys (also referred to as ice mass balance buoys, IMBs) measure temperature and thermal conductivity through air, snow, sea ice and seawater. They are also often called SAMS IMBs, referring to the developer (Scottish Association for Marine Science). The customizable thermistor string features embedded thermistors at a customizable spacing. The temperature measurements and the response to cyclic heating of resistors enable the determination of snow depth and sea-ice thickness. The data are transmitted via Iridium at varying intervals.",300234068700320,SIMBA5m V7,Thermistor buoy,https://hdl.handle.net/10013/sensor.74cb445a-fe43-43f4-901d-2655872bfe30,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,5976,Thermistor buoy SIMBA V7 2019T57,"Thermistor string buoys (also referred to as ice mass balance buoys, IMBs) measure temperature and thermal conductivity through air, snow, sea ice and seawater. They are also often called SAMS IMBs, referring to the developer (Scottish Association for Marine Science). The customizable thermistor string features embedded thermistors at a customizable spacing. The temperature measurements and the response to cyclic heating of resistors enable the determination of snow depth and sea-ice thickness. The data are transmitted via Iridium at varying intervals.",300234065177750,SIMBA5m V7,Thermistor buoy,https://hdl.handle.net/10013/sensor.5b3cc0d7-bb95-4246-9bae-36453aaee8c5,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,7102,Pacific Gyre Ice Tracker 2020P177,GPS Tracker from Pacific Gyre: Universal Tracker or Ice Tracker,300534061906370,PacificGyre IT,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.1521887d-a5fe-4d78-835c-bf9760e8d82b,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,7331,MetOcean SVP-I-BXGS-P P230,"Surface Velocity Profilers are designed to observe sea ice drift through GPS position measurements. The term SVP is used in various ways for many similar types of sensors utilized in ocean sciences, including a drogue to make the surface unit drift with the ocean currents and less with the wind. Our main application is to place the SVPs on sea ice to track the movement of a floe, but they may continue drifting in the ocean even after the floe has melted in summer.",300234068810610,MetOcean SVP-I-BXGS-P,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.b77b1a9f-030e-4760-8651-1b1718f6bfcf,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,7334,MetOcean SVP-I-BXGS-P P233,"Surface Velocity Profilers are designed to observe sea ice drift through GPS position measurements. The term SVP is used in various ways for many similar types of sensors utilized in ocean sciences, including a drogue to make the surface unit drift with the ocean currents and less with the wind. Our main application is to place the SVPs on sea ice to track the movement of a floe, but they may continue drifting in the ocean even after the floe has melted in summer.",300234068813870,MetOcean SVP-I-BXGS-P,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.0a1b2aa5-3dbb-4eae-b6f1-98c6a6816c8d,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,7336,MetOcean SVP-I-BXGS-P P235,"Surface Velocity Profilers are designed to observe sea ice drift through GPS position measurements. The term SVP is used in various ways for many similar types of sensors utilized in ocean sciences, including a drogue to make the surface unit drift with the ocean currents and less with the wind. Our main application is to place the SVPs on sea ice to track the movement of a floe, but they may continue drifting in the ocean even after the floe has melted in summer.",300234068814630,MetOcean SVP-I-BXGS-P,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.608d2e0a-9614-4bff-9695-5cb1f8cf66d7,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,7337,MetOcean SVP-I-BXGS-P P236,"Surface Velocity Profilers are designed to observe sea ice drift through GPS position measurements. The term SVP is used in various ways for many similar types of sensors utilized in ocean sciences, including a drogue to make the surface unit drift with the ocean currents and less with the wind. Our main application is to place the SVPs on sea ice to track the movement of a floe, but they may continue drifting in the ocean even after the floe has melted in summer.",300234068816640,MetOcean SVP-I-BXGS-P,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.ed58a94c-5142-4117-bc6e-9c3a195a7036,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,7380,Radiation station R21,,300025060613751,Bruncin,Radiation Station,https://hdl.handle.net/10013/sensor.71e0b114-8cfe-4a27-9b44-d4c8dfe8f360,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,7818,HZG Buoy DarsserSchwelle1,"The DIRECTIONAL WAVERIDER is a spherical, 0.9m diameter, buoy which measures waveheight and wavedirection.",,,,https://hdl.handle.net/10013/sensor.c27f66c2-1f3c-4975-add6-31c725244504,Helmholtz-Zentrum hereon GmbH,Gisbert Breitbach
buoy,7575,PacificGyre AWI-SVP5S 2020O10,,300234068066321,PacificGyre SVP5S,Ocean CTD buoy,https://hdl.handle.net/10013/sensor.53ace4c4-dde0-40dc-a1e7-a555a595b618,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,8826,OpenMet Wavebuoy 2022X6,"OpenMetBuoy-v2021: An Easy-to-Build, Affordable, Customizable, Open-Source Instrument for Oceanographic Measurements of Drift and Waves in Sea Ice and the Open Ocean (https://www.mdpi.com/2076-3263/12/3/110)",300434066018140,,OpenMetBuoy-v2021,https://hdl.handle.net/10013/sensor.d7ef3c3a-f3f3-41a8-be67-8bf1d9a88a44,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,8832,OpenMet Wavebuoy 2022X12,"OpenMetBuoy-v2021: An Easy-to-Build, Affordable, Customizable, Open-Source Instrument for Oceanographic Measurements of Drift and Waves in Sea Ice and the Open Ocean (https://www.mdpi.com/2076-3263/12/3/110)",300434066016160,,OpenMetBuoy-v2021,https://hdl.handle.net/10013/sensor.30a62463-a8bc-491e-bfc6-f5b4c4827e1e,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,8806,Southtek Offshore Nomad-T V3 2022P10038,"Offshore Nomad-T V3 manufactured by Southtek Sensing Technologies is a simple and affordable GPS drifter designed for open ocean operation under global Iridium bidirectional communication. This particular model is also equipped with a sea surface temperature sensor.
",300534062076090,Southtek,Offshore Nomad-T V3,https://hdl.handle.net/10013/sensor.47fcb051-70d4-4a69-9faf-be78689d0a4e,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,8808,Southtek Offshore Nomad-T V3 2022P10040,"Offshore Nomad-T V3 manufactured by Southtek Sensing Technologies is a simple and affordable GPS drifter designed for open ocean operation under global Iridium bidirectional communication. This particular model is also equipped with a sea surface temperature sensor.
",300534062079210,Southtek,Offshore Nomad-T V3,https://hdl.handle.net/10013/sensor.f530e02c-8c23-4e58-8fec-c6a3f8a57ade,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,8809,Southtek Offshore Nomad V2 2022P10041,"Offshore Nomad V2 manufactured by Southtek Sensing Technologies is a simple and affordable GPS drifter designed for open ocean operation under global Iridium bidirectional communication. V2 is the older version of V3. This particular model does not have a sea surface temperature sensor. 
",300534060650160,Southtek,Offshore Nomad V2,https://hdl.handle.net/10013/sensor.d47756f5-c9d8-45ba-93c2-7dbce4981cee,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,8810,Southtek Offshore Nomad V2 2022P10042,"Offshore Nomad V2 manufactured by Southtek Sensing Technologies is a simple and affordable GPS drifter designed for open ocean operation under global Iridium bidirectional communication. V2 is the older version of V3. This particular model does not have a sea surface temperature sensor. 
",300534060555700,Southtek,Offshore Nomad V2,https://hdl.handle.net/10013/sensor.25ea762d-2bc6-4982-9fe6-efc1903eccc2,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,8812,Southtek Offshore Nomad V2 2022P10044,"Offshore Nomad V2 manufactured by Southtek Sensing Technologies is a simple and affordable GPS drifter designed for open ocean operation under global Iridium bidirectional communication. V2 is the older version of V3. This particular model does not have a sea surface temperature sensor. 
",300534060650400,Southtek,Offshore Nomad V2,https://hdl.handle.net/10013/sensor.3c2ed25d-6d15-476b-8e77-453b4efb4222,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,8817,Southtek Offshore Nomad V2 2022P10049,"Offshore Nomad V2 manufactured by Southtek Sensing Technologies is a simple and affordable GPS drifter designed for open ocean operation under global Iridium bidirectional communication. V2 is the older version of V3. This particular model does not have a sea surface temperature sensor. 
",300534060555870,Southtek,Offshore Nomad V2,https://hdl.handle.net/10013/sensor.bb5a8544-a338-43ef-880e-35ab91370813,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,8818,Southtek Offshore Nomad V2 2022P10050,"Offshore Nomad V2 manufactured by Southtek Sensing Technologies is a simple and affordable GPS drifter designed for open ocean operation under global Iridium bidirectional communication. V2 is the older version of V3. This particular model does not have a sea surface temperature sensor. 
",300534060451020,Southtek,Offshore Nomad V2,https://hdl.handle.net/10013/sensor.4946d694-4f0e-4512-9dd5-3868a974c49a,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,8788,Southtek Offshore Nomad-T V3 2022P10020,"Offshore Nomad-T V3 manufactured by Southtek Sensing Technologies is a simple and affordable GPS drifter designed for open ocean operation under global Iridium bidirectional communication. This particular model is also equipped with a sea surface temperature sensor.
",300534062070970,Southtek,Offshore Nomad-T V3,https://hdl.handle.net/10013/sensor.a1f9e24b-577a-40b4-999d-a7283e676413,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,8793,Southtek Offshore Nomad-T V3 2022P10025,"Offshore Nomad-T V3 manufactured by Southtek Sensing Technologies is a simple and affordable GPS drifter designed for open ocean operation under global Iridium bidirectional communication. This particular model is also equipped with a sea surface temperature sensor.
",300534062177000,Southtek,Offshore Nomad-T V3,https://hdl.handle.net/10013/sensor.f679d05e-8acb-4b34-b40c-f4cf2903e7d9,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,8795,Southtek Offshore Nomad-T V3 2022P10027,"Offshore Nomad-T V3 manufactured by Southtek Sensing Technologies is a simple and affordable GPS drifter designed for open ocean operation under global Iridium bidirectional communication. This particular model is also equipped with a sea surface temperature sensor.
",300534062171020,Southtek,Offshore Nomad-T V3,https://hdl.handle.net/10013/sensor.edbdc0b7-ed60-44a7-bae2-514c2a6c0624,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,8797,Southtek Offshore Nomad-T V3 2022P10029,"Offshore Nomad-T V3 manufactured by Southtek Sensing Technologies is a simple and affordable GPS drifter designed for open ocean operation under global Iridium bidirectional communication. This particular model is also equipped with a sea surface temperature sensor.
",300534062177030,Southtek,Offshore Nomad-T V3,https://hdl.handle.net/10013/sensor.6e83526e-acb3-4372-8607-eb3c21041c73,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,8804,Southtek Offshore Nomad-T V3 2022P10036,"Offshore Nomad-T V3 manufactured by Southtek Sensing Technologies is a simple and affordable GPS drifter designed for open ocean operation under global Iridium bidirectional communication. This particular model is also equipped with a sea surface temperature sensor.
",300534062079080,Southtek,Offshore Nomad-T V3,https://hdl.handle.net/10013/sensor.b8a6d2e8-4d3e-446c-918e-f50bc5f8a7ac,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,8771,Southtek Offshore Nomad-T V3 2022P10002,"Offshore Nomad-T V3 manufactured by Southtek Sensing Technologies is a simple and affordable GPS drifter designed for open ocean operation under global Iridium bidirectional communication. This particular model is also equipped with a sea surface temperature sensor.
",300534062071100,Southtek,Offshore Nomad-T V3,https://hdl.handle.net/10013/sensor.36b335c3-932a-46b0-8a85-977eb279375b,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,8777,Southtek Offshore Nomad-T V3 2022P10008,"Offshore Nomad-T V3 manufactured by Southtek Sensing Technologies is a simple and affordable GPS drifter designed for open ocean operation under global Iridium bidirectional communication. This particular model is also equipped with a sea surface temperature sensor.
",300534062071130,Southtek,Offshore Nomad-T V3,https://hdl.handle.net/10013/sensor.2c778677-f841-47d1-ab74-353e21927102,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,8780,Southtek Offshore Nomad-T V3 2022P10011,"Offshore Nomad-T V3 manufactured by Southtek Sensing Technologies is a simple and affordable GPS drifter designed for open ocean operation under global Iridium bidirectional communication. This particular model is also equipped with a sea surface temperature sensor.
",300534062177020,Southtek,Offshore Nomad-T V3,https://hdl.handle.net/10013/sensor.872416be-9bc2-41e3-bf66-fe00f6a7f90f,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,9119,MetOcean SVP-I-XDGS-15 P254,"Surface Velocity Profilers are designed to observe sea ice drift through GPS position measurements. The term SVP is used in various ways for many similar types of sensors utilized in ocean sciences, including a drogue to make the surface unit drift with the ocean currents and less with the wind. Our main application is to place the SVPs on sea ice to track the movement of a floe, but they may continue drifting in the ocean even after the floe has melted in summer.",300534063031010,MetOcean Data Systems,"Surface Velocity Profiler with 15m drogue (SVP-I-XDGS-15), FID 4032",https://hdl.handle.net/10013/sensor.46212d6f-38e7-4c4a-aa59-d0f789ea08a1,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,9120,MetOcean SVP-I-XDGS-15 P255,"Surface Velocity Profilers are designed to observe sea ice drift through GPS position measurements. The term SVP is used in various ways for many similar types of sensors utilized in ocean sciences, including a drogue to make the surface unit drift with the ocean currents and less with the wind. Our main application is to place the SVPs on sea ice to track the movement of a floe, but they may continue drifting in the ocean even after the floe has melted in summer.",300534063032010,MetOcean Data Systems,"Surface Velocity Profiler with 15m drogue (SVP-I-XDGS-15), FID 4032",https://hdl.handle.net/10013/sensor.fbb1baa4-5f18-4208-a27e-6549e339af0b,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,10621,CALIB 2023C44 with Barometric Sensor,"CALIBS (Compact Air-Launched Ice Beacons) are designed to observe sea ice drift through GPS position measurements. Different from SVPs, they may be air-dropped from aircraft. This can be planes or copters.",300534064926830,MetOcean CALIB-I-B (FID4031),Calib,https://hdl.handle.net/10013/sensor.77e24b6e-7242-4313-90f2-3f081c93a1e6,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,10624,CALIB 2023C47 with Barometric Sensor,"CALIBS (Compact Air-Launched Ice Beacons) are designed to observe sea ice drift through GPS position measurements. Different from SVPs, they may be air-dropped from aircraft. This can be planes or copters.",300534064728490,MetOcean CALIB-I-B (FID4031),Calib,https://hdl.handle.net/10013/sensor.88255b24-5365-42b7-90cf-da59e3413d9d,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,7730,Snow Buoy S115,"The Snow Buoy determines the distance between four acoustic sounders, mounted on a frame at a height of 1.5 m, and the underlying surface (usually ice and snow). Conversion of the distance data to actual snow height is achieved by calibration to initial in-situ snow depth measurements below the acoustic sounders during deployment. Hourly measurements result in a time series of snow height evolution at the location of the buoy. Negative values of snow height occur if surface ablation continues into the sea ice. Thus, all snow height measurements describe the surface elevation relative to the original snow-ice interface. Differences between single sensors indicate small-scale variability of the snow pack around the buoy. In addition to snow height, geographic position (GPS), barometric pressure, ait temperature and an internal hull temperature are recorded.",300534061350010,MetOcean ICEB-I-TBAS-SH-A (FID4052),Snow Buoy,https://hdl.handle.net/10013/sensor.dc6703bf-f8dc-4af6-97d0-a797d2672762,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,7727,Snow Buoy S112,"The Snow Buoy determines the distance between four acoustic sounders, mounted on a frame at a height of 1.5 m, and the underlying surface (usually ice and snow). Conversion of the distance data to actual snow height is achieved by calibration to initial in-situ snow depth measurements below the acoustic sounders during deployment. Hourly measurements result in a time series of snow height evolution at the location of the buoy. Negative values of snow height occur if surface ablation continues into the sea ice. Thus, all snow height measurements describe the surface elevation relative to the original snow-ice interface. Differences between single sensors indicate small-scale variability of the snow pack around the buoy. In addition to snow height, geographic position (GPS), barometric pressure, ait temperature and an internal hull temperature are recorded.",300534061251920,MetOcean ICEB-I-TBAS-SH-A (FID4052),Snow Buoy,https://hdl.handle.net/10013/sensor.d9cc799a-e812-4c8c-94e1-b6243f4bb3cf,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,7729,Snow Buoy S114,"The Snow Buoy determines the distance between four acoustic sounders, mounted on a frame at a height of 1.5 m, and the underlying surface (usually ice and snow). Conversion of the distance data to actual snow height is achieved by calibration to initial in-situ snow depth measurements below the acoustic sounders during deployment. Hourly measurements result in a time series of snow height evolution at the location of the buoy. Negative values of snow height occur if surface ablation continues into the sea ice. Thus, all snow height measurements describe the surface elevation relative to the original snow-ice interface. Differences between single sensors indicate small-scale variability of the snow pack around the buoy. In addition to snow height, geographic position (GPS), barometric pressure, ait temperature and an internal hull temperature are recorded.",300534061254970,MetOcean ICEB-I-TBAS-SH-A (FID4052),Snow Buoy,https://hdl.handle.net/10013/sensor.6e6da257-bc5a-4aa3-b72a-afb9b1536d66,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,8518,Snow Buoy S121,"The Snow Buoy determines the distance between four acoustic sounders, mounted on a frame at a height of 1.5 m, and the underlying surface (usually ice and snow). Conversion of the distance data to actual snow height is achieved by calibration to initial in-situ snow depth measurements below the acoustic sounders during deployment. Hourly measurements result in a time series of snow height evolution at the location of the buoy. Negative values of snow height occur if surface ablation continues into the sea ice. Thus, all snow height measurements describe the surface elevation relative to the original snow-ice interface. Differences between single sensors indicate small-scale variability of the snow pack around the buoy. In addition to snow height, geographic position (GPS), barometric pressure, ait temperature and an internal hull temperature are recorded.",300534061252920,MetOcean ICEB-I-TBAS-SH-A (FID4052),Snow Buoy,https://hdl.handle.net/10013/sensor.eef8a548-850f-412c-b4c6-afdf84c016cc,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,10985,PacificGyre CTD buoy AWI-SVP6S 2023O20,Pacific Gyre floatable buoy with 6 SBE37IMP CTDs and one Wetlabs ECO Triplet fluorometer (AWI-SVP6S-0001),300534060151880,PacificGyre,AWI-SVP6S,https://hdl.handle.net/10013/sensor.2fe5fb84-821d-4e9b-8376-15814b99ce0e,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,11002,Pacific Gyre Universal Tracker 2023P274,,300534064261620,Pacific Gyre,Universal Tracker,https://hdl.handle.net/10013/sensor.429d3ef8-22e2-4e8a-999f-6a324bb9f3c6,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,7726,Snow Buoy S111,"The Snow Buoy determines the distance between four acoustic sounders, mounted on a frame at a height of 1.5 m, and the underlying surface (usually ice and snow). Conversion of the distance data to actual snow height is achieved by calibration to initial in-situ snow depth measurements below the acoustic sounders during deployment. Hourly measurements result in a time series of snow height evolution at the location of the buoy. Negative values of snow height occur if surface ablation continues into the sea ice. Thus, all snow height measurements describe the surface elevation relative to the original snow-ice interface. Differences between single sensors indicate small-scale variability of the snow pack around the buoy. In addition to snow height, geographic position (GPS), barometric pressure, ait temperature and an internal hull temperature are recorded.",300534061253890,MetOcean ICEB-I-TBAS-SH-A (FID4052),Snow Buoy,https://hdl.handle.net/10013/sensor.7ccd886d-8383-4ce7-ba7f-4024cd8d6d04,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,10997,NKE TRUSTED buoy SVP-BRST 2023P269,"Within the framework of the Trusted project funded by Copernicus, a consortium led by CLS has produced a number of drifting buoys called SVP-BRST. These new generation buoys are equipped with high resolution SST sensors (HR SST) calibrated by the SHOM metrology department in order to provide fiducial reference measurements. The level of accuracy achieved for these buoys is unprecedented for such equipment, including research campaigns. 
As explained in the article in Ocean Sciences, these buoys are able to observe small-scale SST variability.
Over the next three years, the goal is to gather a high quality dataset in key areas of the globe in order to improve the calibration of the sentinel 3 (A & B) radiometers. This will allow a more accurate monitoring of the global sea surface temperatures and enable the detection of more subtle climate change signals.

Read the peer-reviewed article in Ocean Sciences: https://www.ocean-sci.net/15/199/2019/

Citation: Poli, P., Lucas, M., O’Carroll, A., Le Menn, M., David, A., Corlett, G. K., Blouch, P., Meldrum, D., Merchant, C. J., Belbeoch, M., and Herklotz, K.: The Copernicus Surface Velocity Platform drifter with Barometer and Reference Sensor for Temperature (SVP-BRST): genesis, design, and initial results, Ocean Sci., 15, 199-214, https://doi.org/10.5194/os-15-199-2019, 2019.",300534063313650,NKE Instrumentation,Surface Velocity Profiler (SVP-BRST),https://hdl.handle.net/10013/sensor.9521ab80-2cc8-4f87-83c3-ec15a0dfe796,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,10992,MetOcean SVP-I-BXGS-P 2023P264,"Surface Velocity Profilers are designed to observe sea ice drift through GPS position measurements. The term SVP is used in various ways for many similar types of sensors utilized in ocean sciences, including a drogue to make the surface unit drift with the ocean currents and less with the wind. Our main application is to place the SVPs on sea ice to track the movement of a floe, but they may continue drifting in the ocean even after the floe has melted in summer.",300534063486700,MetOcean SVP-I-BXGS-AP (FID4076),Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.56baf242-8718-4d96-b83b-eb2be29cdfc3,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,11151,Snow Buoy 2023S125,"The Snow Buoy determines the distance between four acoustic sounders, mounted on a frame at a height of 1.5 m, and the underlying surface (usually ice and snow). Conversion of the distance data to actual snow height is achieved by calibration to initial in-situ snow depth measurements below the acoustic sounders during deployment. Hourly measurements result in a time series of snow height evolution at the location of the buoy. Negative values of snow height occur if surface ablation continues into the sea ice. Thus, all snow height measurements describe the surface elevation relative to the original snow-ice interface. Differences between single sensors indicate small-scale variability of the snow pack around the buoy. In addition to snow height, geographic position (GPS), barometric pressure, ait temperature and an internal hull temperature are recorded. 
",300234060727760,MetOcean ICEB-I-TBAS-SH-A (FID4052),Snow Buoy,https://hdl.handle.net/10013/sensor.8a8da16c-07ba-4ae4-9145-01aad286dbb3,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,11162,Radiation Station 2023R26,,300025010736890,Bruncin,Radiation Station,https://hdl.handle.net/10013/sensor.e7aed20c-5f7b-4641-9c65-ce5b74b8e55d,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,11161,Radiation Station 2023R25,,300025060615750,Bruncin,Radiation Station,https://hdl.handle.net/10013/sensor.b17f7f38-b4aa-41eb-ab39-4fb7cd06feab,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
OBS pressure tube,9366,DEPAS_recorder_tube_Lobster_1205-012_Taylor,Taylor,1205-012,KUM_Umwelt_und_Meerestechnik_Kiel_GmbH,Lobster,https://hdl.handle.net/10013/sensor.1f2f9bce-1207-43a8-b447-5061f7a8b49b,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Louis Ulmer
OBS pressure tube,9583,DEPAS_battery_tube_Lobster_BR00-021_Ultima,Ultima,BR00-021,KUM_Umwelt_und_Meerestechnik_Kiel_GmbH,Lobster,https://hdl.handle.net/10013/sensor.6bdddfa9-d675-468b-a546-05e87136e477,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Louis Ulmer
OBS pressure tube,9587,DEPAS_battery_tube_Lobster_BR00-025_Uxxx,Uxxx,BR00-025,KUM_Umwelt_und_Meerestechnik_Kiel_GmbH,Lobster,https://hdl.handle.net/10013/sensor.70321d3a-a303-458e-b368-e3b7130232be,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Louis Ulmer
OBS pressure tube,9594,DEPAS_battery_tube_Lobster_BR00-037_Udomar,Udomar,BR00-037,KUM_Umwelt_und_Meerestechnik_Kiel_GmbH,Lobster,https://hdl.handle.net/10013/sensor.755ee350-0786-467f-938f-275321942385,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Louis Ulmer
OBS pressure tube,9595,DEPAS_battery_tube_Lobster_BR00-038_Urs,Urs,BR00-038,KUM_Umwelt_und_Meerestechnik_Kiel_GmbH,Lobster,https://hdl.handle.net/10013/sensor.5b83fe82-2c74-4eb0-a926-95a8db7a4dfb,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Louis Ulmer
OBS pressure tube,9540,DEPAS_battery_tube_Lobster_0906-061_Uranus,Uranus,0906-061,KUM_Umwelt_und_Meerestechnik_Kiel_GmbH,Lobster,https://hdl.handle.net/10013/sensor.e33bbd5d-07c8-409f-9f0b-3c522cd09206,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Louis Ulmer
OBS pressure tube,9543,DEPAS_battery_tube_Lobster_0906-064_Urice,Urice,0906-064,KUM_Umwelt_und_Meerestechnik_Kiel_GmbH,Lobster,https://hdl.handle.net/10013/sensor.100c68ed-bb0f-4c04-b0fb-f688132af2f3,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Louis Ulmer
OBS pressure tube,9544,DEPAS_battery_tube_Lobster_0906-065_Urim,Urim,0906-065,KUM_Umwelt_und_Meerestechnik_Kiel_GmbH,Lobster,https://hdl.handle.net/10013/sensor.7e51c2f1-a6fe-4a31-afde-d6915141d6ae,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Louis Ulmer
OBS pressure tube,9545,DEPAS_battery_tube_Lobster_0906-066_Urooj,Urooj,0906-066,KUM_Umwelt_und_Meerestechnik_Kiel_GmbH,Lobster,https://hdl.handle.net/10013/sensor.d4b39234-c5c1-4d58-9391-4a648d483857,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Louis Ulmer
OBS pressure tube,9548,DEPAS_battery_tube_Lobster_2011-001_Udela,Udela,2011-001,KUM_Umwelt_und_Meerestechnik_Kiel_GmbH,Lobster,https://hdl.handle.net/10013/sensor.5cd66938-e677-49ea-971b-d58c90ffda75,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Louis Ulmer
OBS pressure tube,9553,DEPAS_battery_tube_Lobster_0912-133_Uxxx,Uxxx,0912-133,KUM_Umwelt_und_Meerestechnik_Kiel_GmbH,Lobster,https://hdl.handle.net/10013/sensor.564cc0f3-ef25-45e2-a353-0baf6e34c15b,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Louis Ulmer
